order_id,invoice_id,order_ts,invoice_ts,due_date,paid_ts,customer_id,account_name,industry,segment,region,country,state,city,sales_channel,sales_rep_id,product_family,sku,contract_type,term_months,quantity,unit_price_local,discount_pct,gross_amount_local,net_amount_local,currency,payment_status,days_to_pay_est
ORD-5587720745,INV-9115334575,2025-06-08 12:34:29,2025-06-11 12:34:29,2025-07-11 12:34:29,2025-07-02 12:34:29,CUST-27320440,Quantum Group,Logistics,SMB,North America,USA,NJ,Jersey City,Inside Sales,SR-882235,Support Automation,SUP-ENT,Subscription,12,4,22673.63,0.1214,90694.51,79685.96,GBP,Paid,21
ORD-5009857014,INV-1341047724,2024-03-04 02:52:26,2024-03-06 02:52:26,2024-04-05 02:52:26,2024-03-27 02:52:26,CUST-28538795,Sunrise Retail,SaaS,SMB,North America,USA,NJ,Jersey City,Online,SR-666401,CRM Add-on,CRM-AI,Subscription,12,6,4027.59,0.0285,24165.53,23475.84,USD,Paid,21
ORD-0721375677,INV-5457724040,2024-10-07 13:37:03,2024-10-07 13:37:03,2024-11-06 13:37:03,2024-10-25 13:37:03,CUST-16421813,Cobalt Fin,FinTech,SMB,North America,USA,NY,New York,Direct,SR-800374,Support Automation,SUP-ENT,Usage-Based,12,2,30818.4,0.033,61636.81,59601.3,USD,Paid,18
ORD-6488701669,INV-3918347879,2025-11-27 05:44:00,2025-11-28 05:44:00,2025-12-28 05:44:00,2025-12-20 05:44:00,CUST-08567270,Evergreen Labs,Manufacturing,SMB,APAC,India,GJ,Ahmedabad,Marketplace,SR-076577,Analytics Suite,ANL-PRO,Subscription,24,16,12084.47,0.1275,386703.11,337402.99,USD,Paid,22
ORD-8177878003,INV-5860019914,2024-10-15 13:29:29,2024-10-17 13:29:29,2024-11-16 13:29:29,,CUST-89277653,Apex Works,Manufacturing,SMB,North America,USA,NC,Raleigh,Online,SR-926224,AI Platform,AIP-ENT,Usage-Based,1,5,2579229.04,0.1543,1074678.77,908854.0,INR,Net 30,34
ORD-6771520977,INV-1637434338,2024-05-25 07:16:01,2024-05-29 07:16:01,2024-06-28 07:16:01,,CUST-05881231,Quantum Holdings,Education,Mid-Market,APAC,Singapore,,Singapore,Direct,SR-061059,AI Platform,AIP-ENT,Subscription,12,11,42976.4,0.3325,472740.37,315556.43,USD,Overdue,96
ORD-1662591408,INV-8471675189,2025-09-12 22:54:40,2025-09-16 22:54:40,2025-10-16 22:54:40,,CUST-97878587,Pioneer Health,Healthcare,SMB,APAC,India,GJ,Ahmedabad,Inside Sales,SR-723820,Supply Chain Optimizer,SCO-ENT,Professional Services,3,6,37373.84,0.1274,56060.75,48920.31,EUR,Net 30,30
ORD-0301951930,INV-2963970959,2025-03-21 07:39:59,2025-03-24 07:39:59,2025-04-23 07:39:59,2025-04-20 07:39:59,CUST-02597592,Cobalt Health,Healthcare,SMB,North America,USA,FL,Miami,Partner,SR-523779,AI Platform,AIP-DEV,Subscription,36,21,9293.8,0.2084,585509.37,463495.8,USD,Paid,27
ORD-1683109113,INV-3730056008,2025-02-06 20:54:40,2025-02-08 20:54:40,2025-03-10 20:54:40,2025-02-27 20:54:40,CUST-99236009,Evergreen Industries,FinTech,Enterprise,North America,USA,FL,Miami,Direct,SR-211495,AI Platform,AIP-BUS,Subscription,12,14,25023.03,0.1614,350322.38,293784.04,USD,Paid,19
ORD-4931524156,INV-9502142000,2024-10-27 04:12:03,2024-10-30 04:12:03,2024-11-29 04:12:03,2024-11-14 04:12:03,CUST-81587356,Vertex Holdings,Retail,Mid-Market,APAC,India,GJ,Ahmedabad,Marketplace,SR-362686,Support Automation,SUP-AGENT,Usage-Based,6,13,977972.75,0.2667,6356822.85,4661605.32,INR,Paid,15
ORD-0514530573,INV-7303982112,2024-03-29 02:02:16,2024-03-31 02:02:16,2024-04-30 02:02:16,,CUST-30962579,Quantum Group,Education,SMB,North America,USA,WA,Seattle,Online,SR-832053,Support Automation,SUP-DEFLECT,Subscription,24,16,4727.54,0.0107,151281.26,149655.17,USD,Overdue,101
ORD-2373157619,INV-5033544184,2024-10-01 04:31:44,2024-10-01 04:31:44,2024-11-30 04:31:44,,CUST-70069870,Nimbus Labs,FinTech,SMB,North America,USA,MA,Boston,Direct,SR-527214,Support Automation,SUP-DEFLECT,Subscription,24,6,376958.3,0.0408,4523499.66,4339017.72,INR,Net 60,57
ORD-0095313380,INV-3258943804,2024-11-08 10:03:53,2024-11-11 10:03:53,2024-12-11 10:03:53,,CUST-46736352,Quantum Holdings,Retail,Enterprise,North America,USA,NC,Raleigh,Direct,SR-813355,Supply Chain Optimizer,SCO-ENT,Usage-Based,1,18,63121.05,0.1502,94681.58,80463.86,USD,Net 30,26
ORD-4710253557,INV-1466891450,2025-10-27 21:38:07,2025-10-27 21:38:07,2025-11-26 21:38:07,2025-11-06 21:38:07,CUST-90733037,Nimbus Labs,Manufacturing,SMB,APAC,India,TN,Chennai,Inside Sales,SR-930659,Supply Chain Optimizer,SCO-EXEC,Subscription,12,9,1879130.64,0.1991,16912175.74,13545604.82,INR,Paid,10
ORD-4564802568,INV-0358122473,2024-08-07 04:13:47,2024-08-10 04:13:47,2024-09-09 04:13:47,2024-09-03 04:13:47,CUST-94710095,Sunrise Labs,Logistics,SMB,North America,USA,NC,Raleigh,Direct,SR-187777,AI Platform,AIP-DEV,Subscription,12,19,8930.98,0.2634,169688.69,124991.9,USD,Paid,24
ORD-8354321613,INV-2127780649,2024-04-16 18:48:48,2024-04-16 18:48:48,2024-05-16 18:48:48,2024-05-07 18:48:48,CUST-77970565,Vertex Group,Education,Mid-Market,North America,USA,NY,New York,Online,SR-091693,Supply Chain Optimizer,SCO-EXEC,Subscription,12,13,23184.12,0.1981,301393.55,241701.33,EUR,Paid,21
ORD-1154835395,INV-0264558980,2024-11-01 16:43:32,2024-11-02 16:43:32,2024-12-02 16:43:32,,CUST-04172653,Pioneer Holdings,Logistics,SMB,North America,USA,IL,Chicago,Direct,SR-638839,CRM Add-on,CRM-AUTO,Subscription,12,5,7099.62,0.2133,35498.11,27925.6,USD,Net 30,17
ORD-6036180444,INV-1308318174,2025-12-13 08:16:02,2025-12-14 08:16:02,2026-02-12 08:16:02,,CUST-34749828,Nimbus Works,Retail,Mid-Market,North America,USA,CA,San Francisco,Marketplace,SR-135093,Supply Chain Optimizer,SCO-ENT,Subscription,12,9,3491340.1,0.2383,31422060.94,23932844.14,INR,Net 60,35
ORD-9579820662,INV-4421930057,2024-12-10 08:04:25,2024-12-14 08:04:25,2025-01-13 08:04:25,2025-01-11 08:04:25,CUST-34131570,Summit Logistics,Travel,SMB,North America,USA,NC,Raleigh,Direct,SR-788562,Support Automation,SUP-AGENT,Professional Services,1,2,13217.25,0.1198,2202.87,1938.86,USD,Paid,28
ORD-6042599168,INV-5512264484,2024-09-28 22:44:36,2024-10-01 22:44:36,2024-10-31 22:44:36,,CUST-30581295,BlueRock Holdings,Education,SMB,EMEA,UK,,London,Online,SR-628430,Analytics Suite,ANL-STD,Subscription,24,7,495001.53,0.237,6930021.36,5287939.4,INR,Net 30,27
ORD-4025885965,INV-7339230620,2025-04-21 17:09:04,2025-04-21 17:09:04,2025-05-21 17:09:04,,CUST-18116307,Summit Holdings,SaaS,Enterprise,APAC,India,WB,Kolkata,Inside Sales,SR-423353,Supply Chain Optimizer,SCO-PLAN,Subscription,12,10,15924.49,0.211,159244.94,125647.81,GBP,Net 30,35
ORD-4878759283,INV-8409331840,2025-04-08 05:44:02,2025-04-11 05:44:02,2025-05-11 05:44:02,2025-05-08 05:44:02,CUST-49278465,Summit Industries,Logistics,Enterprise,North America,USA,TX,Austin,Online,SR-596017,CRM Add-on,CRM-INSIGHTS,Subscription,12,13,9233.88,0.2172,120040.41,93972.19,GBP,Paid,27
ORD-9286640409,INV-1804177565,2024-08-01 21:53:04,2024-08-02 21:53:04,2024-09-01 21:53:04,,CUST-13812287,Cobalt Logistics,FinTech,Mid-Market,EMEA,UAE,,Dubai,Partner,SR-083837,CRM Add-on,CRM-INSIGHTS,Subscription,12,23,12241.05,0.1635,281544.15,235505.33,USD,Overdue,60
ORD-5105053594,INV-7216462230,2025-11-23 09:45:49,2025-11-24 09:45:49,2025-12-24 09:45:49,2025-11-24 09:45:49,CUST-73496867,Summit Industries,FinTech,Enterprise,APAC,India,KA,Bengaluru,Partner,SR-434867,AI Platform,AIP-DEV,Professional Services,1,8,11872.46,0.1917,7914.97,6397.48,USD,Paid,0
ORD-0994601021,INV-4673654355,2025-02-27 01:54:45,2025-03-01 01:54:45,2025-04-30 01:54:45,,CUST-30933584,Vertex Systems,FinTech,Mid-Market,North America,USA,MA,Boston,Inside Sales,SR-001699,Support Automation,SUP-AGENT,Usage-Based,3,12,1226522.36,0.1599,3679567.09,3091023.51,INR,Net 60,59
ORD-5283043571,INV-4736527839,2024-02-11 19:31:28,2024-02-13 19:31:28,2024-03-14 19:31:28,2024-02-28 19:31:28,CUST-01090156,Sunrise Health,FinTech,SMB,EMEA,Germany,,Berlin,Online,SR-757635,Supply Chain Optimizer,SCO-PLAN,Usage-Based,6,2,11408.66,0.0,11408.66,11408.66,USD,Paid,15
ORD-2388368815,INV-9701028419,2024-10-18 20:50:57,2024-10-20 20:50:57,2024-11-19 20:50:57,2024-11-15 20:50:57,CUST-70626365,BlueRock Works,Education,Mid-Market,EMEA,UK,,London,Inside Sales,SR-758129,Analytics Suite,ANL-PRO,Subscription,12,20,1070244.63,0.2851,21404892.68,15301866.23,INR,Paid,26
ORD-7525041309,INV-3955608102,2025-10-21 10:37:45,2025-10-25 10:37:45,2025-11-24 10:37:45,2025-11-30 10:37:45,CUST-70663528,Apex Labs,Logistics,Enterprise,North America,USA,IL,Chicago,Direct,SR-208988,AI Platform,AIP-BUS,Subscription,24,8,25050.04,0.2421,400800.64,303783.18,USD,Paid,36
ORD-0403883572,INV-4182725807,2024-10-08 16:53:39,2024-10-08 16:53:39,2024-11-07 16:53:39,2024-10-25 16:53:39,CUST-24710400,Sunrise Industries,Manufacturing,Mid-Market,North America,USA,TX,Austin,Marketplace,SR-197299,Analytics Suite,ANL-PRO,Subscription,12,22,13891.89,0.1618,305621.52,256166.53,USD,Paid,17
ORD-6073042218,INV-0748880001,2025-02-09 05:37:51,2025-02-10 05:37:51,2025-03-12 05:37:51,,CUST-22906469,Pioneer Labs,Manufacturing,Mid-Market,EMEA,UK,,London,Direct,SR-229558,Analytics Suite,ANL-PRO,Subscription,12,9,13044.14,0.2183,117397.22,91772.85,USD,Overdue,60
ORD-7652444175,INV-6412413558,2025-03-14 20:24:31,2025-03-17 20:24:31,2025-04-16 20:24:31,,CUST-87170765,BlueRock Holdings,SaaS,Mid-Market,North America,USA,NC,Raleigh,Direct,SR-660962,Analytics Suite,ANL-ENT,Subscription,24,14,2270717.5,0.0888,63580089.87,57932476.82,INR,Net 30,23
ORD-1861844898,INV-6402363285,2025-05-18 08:50:41,2025-05-21 08:50:41,2025-06-20 08:50:41,,CUST-55579346,Apex Systems,Education,SMB,North America,USA,IL,Chicago,Online,SR-009294,AI Platform,AIP-ENT,Subscription,12,23,29850.13,0.0715,686553.02,637484.9,USD,Net 30,32
ORD-7131525891,INV-3747939569,2025-09-15 06:24:55,2025-09-18 06:24:55,2025-10-18 06:24:55,2025-10-28 06:24:55,CUST-37719233,Vertex Works,Healthcare,SMB,EMEA,UK,,London,Online,SR-619123,CRM Add-on,CRM-AI,Usage-Based,1,6,3727.72,0.1012,1863.86,1675.26,USD,Paid,40
ORD-7450436359,INV-8024359104,2024-04-16 12:01:02,2024-04-17 12:01:02,2024-06-16 12:01:02,,CUST-24815359,Pioneer Group,Healthcare,Mid-Market,EMEA,UK,,London,Online,SR-782877,Supply Chain Optimizer,SCO-ENT,Usage-Based,1,16,3736525.45,0.1243,4982033.93,4362827.62,INR,Net 60,46
ORD-2472568281,INV-6447083095,2025-01-04 06:24:48,2025-01-05 06:24:48,2025-02-04 06:24:48,2025-01-24 06:24:48,CUST-25312920,Quantum Holdings,Healthcare,SMB,APAC,India,UP,Lucknow,Direct,SR-294477,CRM Add-on,CRM-AUTO,Subscription,12,19,7251.66,0.266,137781.61,101126.65,USD,Paid,19
ORD-6222867111,INV-4139144578,2025-01-16 14:53:43,2025-01-18 14:53:43,2025-02-17 14:53:43,2025-02-01 14:53:43,CUST-68600242,Sunrise Health,FinTech,SMB,North America,USA,FL,Miami,Direct,SR-956365,AI Platform,AIP-BUS,Subscription,12,16,13673.79,0.0076,218780.56,217108.34,GBP,Paid,14
ORD-2082288214,INV-7392182416,2024-04-18 17:56:39,2024-04-20 17:56:39,2024-05-20 17:56:39,2024-05-07 17:56:39,CUST-18042158,Sunrise Holdings,Manufacturing,SMB,North America,USA,TX,Austin,Marketplace,SR-073824,Analytics Suite,ANL-STD,Usage-Based,12,15,5313.2,0.0,79697.95,79697.95,USD,Paid,17
ORD-3801683066,INV-7930653734,2025-04-26 09:44:04,2025-04-26 09:44:04,2025-05-26 09:44:04,,CUST-94810706,Pioneer Fin,FinTech,SMB,EMEA,Germany,,Berlin,Direct,SR-673339,Supply Chain Optimizer,SCO-EXEC,Subscription,12,5,22773.36,0.0138,113866.81,112300.36,USD,Net 30,38
ORD-7176798229,INV-1974215656,2024-03-25 18:48:09,2024-03-28 18:48:09,2024-04-27 18:48:09,,CUST-60165332,Vertex Health,FinTech,SMB,APAC,India,TN,Chennai,Online,SR-299247,Analytics Suite,ANL-ENT,Subscription,24,24,24413.41,0.0593,1171843.86,1102303.07,USD,Net 30,20
ORD-1945584098,INV-9142948611,2024-11-22 10:21:04,2024-11-23 10:21:04,2024-12-23 10:21:04,2024-12-22 10:21:04,CUST-13647096,Summit Works,SaaS,SMB,EMEA,UK,,London,Online,SR-932997,Support Automation,SUP-AGENT,Professional Services,1,15,11879.68,0.4281,14849.6,8491.79,USD,Paid,29
ORD-7734937622,INV-2681444960,2024-08-24 23:17:05,2024-08-28 23:17:05,2024-09-27 23:17:05,2024-09-17 23:17:05,CUST-18980929,BlueRock Holdings,Manufacturing,SMB,North America,USA,FL,Miami,Online,SR-796675,AI Platform,AIP-DEV,Usage-Based,1,15,689658.71,0.0,862073.39,862073.39,INR,Paid,20
ORD-4098654501,INV-4476262327,2024-04-20 06:20:04,2024-04-24 06:20:04,2024-05-24 06:20:04,,CUST-79517382,Quantum Fin,SaaS,Enterprise,APAC,Australia,,Sydney,Direct,SR-310415,Support Automation,SUP-DEFLECT,Professional Services,1,10,6411.13,0.208,5342.61,4231.43,USD,Net 30,23
ORD-1964472135,INV-7987765612,2025-08-10 16:54:49,2025-08-12 16:54:49,2025-09-11 16:54:49,2025-09-17 16:54:49,CUST-28025359,Summit Systems,Education,Enterprise,North America,USA,FL,Miami,Online,SR-801337,Supply Chain Optimizer,SCO-ENT,Usage-Based,1,22,47631.37,0.0364,87324.18,84142.66,USD,Paid,36
ORD-0301964409,INV-3181186153,2024-06-23 12:50:54,2024-06-23 12:50:54,2024-08-22 12:50:54,,CUST-74693366,Quantum Industries,SaaS,SMB,North America,USA,NY,New York,Inside Sales,SR-114690,Supply Chain Optimizer,SCO-ENT,Usage-Based,12,8,42631.83,0.1011,341054.66,306572.96,USD,Net 60,49
ORD-4326914640,INV-8939549257,2024-07-01 22:38:41,2024-07-05 22:38:41,2024-08-04 22:38:41,2024-08-06 22:38:41,CUST-15215261,Apex Health,Manufacturing,SMB,EMEA,Germany,,Berlin,Online,SR-397162,Analytics Suite,ANL-STD,Subscription,12,11,437465.69,0.1602,4812122.62,4041241.78,INR,Paid,32
ORD-6137806214,INV-8658358247,2025-09-02 05:16:01,2025-09-05 05:16:01,2025-10-05 05:16:01,,CUST-74414487,Cobalt Health,Healthcare,SMB,North America,USA,WA,Seattle,Partner,SR-430377,CRM Add-on,CRM-INSIGHTS,Subscription,24,14,867968.94,0.1461,24303130.45,20752921.25,INR,Net 30,24
ORD-4062704122,INV-3557986768,2025-09-19 04:43:19,2025-09-19 04:43:19,2025-10-19 04:43:19,2025-10-21 04:43:19,CUST-05320519,Evergreen Works,Manufacturing,Mid-Market,APAC,India,WB,Kolkata,Direct,SR-179599,CRM Add-on,CRM-AI,Subscription,12,24,4830.9,0.4029,115941.53,69228.94,USD,Paid,32
ORD-5778043025,INV-0836613367,2024-01-25 20:49:14,2024-01-27 20:49:14,2024-02-26 20:49:14,2024-02-16 20:49:14,CUST-94304720,Cobalt Retail,SaaS,SMB,APAC,India,TN,Chennai,Online,SR-501316,Supply Chain Optimizer,SCO-PLAN,Subscription,12,16,13910.63,0.0,222570.09,222570.09,USD,Paid,20
ORD-0359326762,INV-2288711506,2024-07-17 21:37:34,2024-07-21 21:37:34,2024-08-20 21:37:34,2024-08-20 21:37:34,CUST-06476334,Nimbus Industries,Manufacturing,SMB,EMEA,Germany,,Berlin,Online,SR-095414,Support Automation,SUP-ENT,Usage-Based,6,11,24351.18,0.3433,133931.48,87954.85,USD,Paid,30
ORD-1052365094,INV-3119719831,2025-05-21 17:56:12,2025-05-23 17:56:12,2025-06-22 17:56:12,2025-06-05 17:56:12,CUST-41355292,Cobalt Holdings,FinTech,Mid-Market,North America,USA,CA,San Francisco,Direct,SR-356891,Analytics Suite,ANL-PRO,Subscription,12,22,1196377.54,0.2311,26320305.87,20236522.91,INR,Paid,13
ORD-0638322788,INV-5979753643,2025-07-10 11:23:49,2025-07-14 11:23:49,2025-08-13 11:23:49,,CUST-25173371,Evergreen Group,Logistics,SMB,North America,USA,IL,Chicago,Online,SR-302318,Supply Chain Optimizer,SCO-EXEC,Subscription,12,6,20974.99,0.0716,125849.95,116838.29,USD,Overdue,60
ORD-7068304906,INV-5174646041,2025-12-15 09:50:48,2025-12-19 09:50:48,2026-01-18 09:50:48,2026-01-22 09:50:48,CUST-30505466,Summit Retail,SaaS,SMB,APAC,India,DL,Delhi,Marketplace,SR-200239,AI Platform,AIP-DEV,Subscription,24,1,8996.56,0.2127,17993.12,14166.06,USD,Paid,34
ORD-3097437306,INV-5770942834,2025-01-31 15:59:51,2025-02-03 15:59:51,2025-04-04 15:59:51,,CUST-69830291,Summit Labs,Healthcare,Mid-Market,EMEA,Germany,,Berlin,Partner,SR-666672,Support Automation,SUP-DEFLECT,Usage-Based,1,13,446342.29,0.2691,483537.49,353434.66,INR,Net 60,53
ORD-0441315024,INV-4881825413,2024-01-06 17:56:00,2024-01-09 17:56:00,2024-02-08 17:56:00,2024-01-21 17:56:00,CUST-20623682,Cobalt Logistics,Manufacturing,SMB,North America,Canada,ON,Toronto,Online,SR-028323,Analytics Suite,ANL-STD,Subscription,24,3,5350.16,0.4628,32100.97,17245.06,USD,Paid,12
ORD-5511877853,INV-3397049483,2025-09-16 06:37:24,2025-09-20 06:37:24,2025-11-19 06:37:24,,CUST-39224180,BlueRock Works,Education,Enterprise,North America,USA,MA,Boston,Online,SR-687574,AI Platform,AIP-BUS,Subscription,36,1,1714990.92,0.2292,5144972.77,3965668.63,INR,Net 60,84
ORD-0263992776,INV-8420797748,2024-04-25 00:10:04,2024-04-29 00:10:04,2024-05-29 00:10:04,,CUST-97181327,Vertex Health,Logistics,SMB,APAC,India,HR,Gurugram,Online,SR-912707,Analytics Suite,ANL-PRO,Subscription,12,14,11330.2,0.1233,158622.74,139063.57,USD,Net 30,21
ORD-0208529970,INV-2958141079,2024-03-27 01:45:55,2024-03-28 01:45:55,2024-04-27 01:45:55,,CUST-86900515,Evergreen Group,Healthcare,SMB,North America,USA,TX,Austin,Online,SR-115420,Analytics Suite,ANL-STD,Subscription,12,18,5240.3,0.3452,94325.46,61763.15,EUR,Net 30,15
ORD-7248450896,INV-5708744606,2025-04-27 08:16:03,2025-04-28 08:16:03,2025-05-28 08:16:03,,CUST-20387598,Vertex Health,Travel,Enterprise,North America,USA,NY,New York,Partner,SR-325262,Supply Chain Optimizer,SCO-PLAN,Subscription,36,18,19390.91,0.025,1047109.28,1020947.53,USD,Net 30,31
ORD-0128718499,INV-7502519338,2025-03-07 16:21:39,2025-03-07 16:21:39,2025-04-06 16:21:39,2025-03-30 16:21:39,CUST-43044613,Cobalt Logistics,Manufacturing,Enterprise,North America,USA,MA,Boston,Online,SR-547465,Analytics Suite,ANL-STD,Subscription,36,18,7994.39,0.2567,431696.81,320867.69,USD,Paid,23
ORD-8064710054,INV-8524854212,2024-02-12 10:34:02,2024-02-13 10:34:02,2024-04-13 10:34:02,,CUST-26501865,Apex Holdings,Healthcare,Mid-Market,North America,USA,TX,Austin,Marketplace,SR-401033,Support Automation,SUP-DEFLECT,Usage-Based,3,14,5415.24,0.1912,18953.32,15328.89,USD,Net 60,70
ORD-9170240941,INV-5310400415,2024-05-01 14:50:27,2024-05-05 14:50:27,2024-06-04 14:50:27,2024-06-07 14:50:27,CUST-57397612,BlueRock Logistics,Healthcare,Mid-Market,North America,USA,MA,Boston,Inside Sales,SR-803032,Support Automation,SUP-DEFLECT,Subscription,24,21,5382.68,0.201,226072.72,180633.85,USD,Paid,33
ORD-0051572449,INV-5120006888,2025-02-25 11:16:30,2025-02-26 11:16:30,2025-04-27 11:16:30,,CUST-62877660,Sunrise Logistics,Retail,SMB,North America,USA,NY,New York,Partner,SR-184568,Analytics Suite,ANL-STD,Subscription,24,10,477941.21,0.1756,9558824.21,7879973.17,INR,Net 60,54
ORD-6381034205,INV-1426577781,2024-07-01 06:02:23,2024-07-04 06:02:23,2024-08-03 06:02:23,2024-07-30 06:02:23,CUST-71910305,Cobalt Industries,Retail,SMB,North America,USA,GA,Atlanta,Online,SR-531332,AI Platform,AIP-DEV,Subscription,12,18,8017.76,0.0,144319.76,144319.76,USD,Paid,26
ORD-9205685038,INV-4637845844,2025-05-04 17:58:10,2025-05-05 17:58:10,2025-06-04 17:58:10,,CUST-68536844,BlueRock Labs,Manufacturing,SMB,EMEA,Germany,,Berlin,Partner,SR-022228,CRM Add-on,CRM-AI,Usage-Based,1,2,3923.26,0.0435,653.88,625.45,USD,Overdue,89
ORD-9113643729,INV-2113560454,2024-10-21 17:21:46,2024-10-25 17:21:46,2024-11-24 17:21:46,2024-11-04 17:21:46,CUST-32145828,Cobalt Industries,Logistics,SMB,North America,USA,WA,Seattle,Marketplace,SR-396497,AI Platform,AIP-DEV,Subscription,12,1,794443.01,0.0,794443.01,794443.01,INR,Paid,10
ORD-9224523486,INV-6682792963,2025-02-24 23:06:26,2025-02-28 23:06:26,2025-03-30 23:06:26,,CUST-76163639,Quantum Systems,Education,Enterprise,EMEA,UK,,London,Marketplace,SR-087791,Supply Chain Optimizer,SCO-ENT,Subscription,12,6,56947.82,0.1844,341686.89,278693.73,USD,Net 30,32
ORD-1796647025,INV-2942324132,2024-12-05 19:48:59,2024-12-05 19:48:59,2025-02-03 19:48:59,,CUST-66416614,Vertex Fin,FinTech,SMB,EMEA,Germany,,Berlin,Online,SR-030052,Analytics Suite,ANL-PRO,Subscription,12,22,959632.31,0.0708,21111910.9,19616371.23,INR,Net 60,75
ORD-1741448134,INV-1169726358,2024-09-18 09:07:11,2024-09-20 09:07:11,2024-10-20 09:07:11,2024-10-21 09:07:11,CUST-60363217,BlueRock Fin,Healthcare,Mid-Market,North America,USA,NJ,Jersey City,Partner,SR-577577,Support Automation,SUP-AGENT,Usage-Based,1,13,1084448.78,0.1318,1174819.51,1020001.81,INR,Paid,31
ORD-4375264296,INV-9474560192,2024-09-01 16:54:49,2024-09-05 16:54:49,2024-11-04 16:54:49,,CUST-08274346,Summit Holdings,Logistics,Mid-Market,APAC,India,RJ,Jaipur,Online,SR-982807,CRM Add-on,CRM-INSIGHTS,Subscription,12,13,12354.52,0.1179,160608.72,141674.33,USD,Net 60,51
ORD-8041125573,INV-8212646102,2025-05-13 08:24:51,2025-05-13 08:24:51,2025-07-12 08:24:51,,CUST-90132405,BlueRock Logistics,Retail,SMB,North America,USA,NJ,Jersey City,Online,SR-452538,AI Platform,AIP-ENT,Subscription,12,2,2735914.95,0.3276,5471829.89,3678998.1,INR,Net 60,62
ORD-2119808195,INV-9344252661,2025-01-02 20:56:52,2025-01-03 20:56:52,2025-02-02 20:56:52,2025-02-02 20:56:52,CUST-57800653,Cobalt Group,Healthcare,Mid-Market,North America,USA,TX,Austin,Direct,SR-409749,AI Platform,AIP-BUS,Subscription,12,15,17545.89,0.0854,263188.32,240717.96,GBP,Paid,30
ORD-9175715758,INV-1610618047,2025-02-28 14:39:08,2025-03-04 14:39:08,2025-04-03 14:39:08,2025-03-14 14:39:08,CUST-64136348,Vertex Retail,Manufacturing,SMB,APAC,India,HR,Gurugram,Online,SR-190736,Support Automation,SUP-ENT,Subscription,12,23,1880988.17,0.2827,43262727.97,31031638.36,INR,Paid,10
ORD-2472530718,INV-0662630678,2025-02-16 20:01:52,2025-02-18 20:01:52,2025-04-19 20:01:52,,CUST-42675696,Vertex Holdings,Education,SMB,APAC,India,MH,Mumbai,Direct,SR-445356,AI Platform,AIP-BUS,Subscription,36,10,17249.59,0.0421,517487.78,495705.11,USD,Net 60,59
ORD-1070306044,INV-8924442251,2024-05-28 06:45:00,2024-05-28 06:45:00,2024-06-27 06:45:00,,CUST-82316586,Pioneer Holdings,Travel,Mid-Market,North America,USA,NY,New York,Online,SR-258776,Support Automation,SUP-DEFLECT,Subscription,24,8,5394.81,0.0365,86316.98,83164.91,USD,Net 30,19
ORD-4598529656,INV-8148067981,2025-10-14 00:21:29,2025-10-16 00:21:29,2025-11-15 00:21:29,2025-10-20 00:21:29,CUST-80732507,Cobalt Group,Healthcare,SMB,North America,Canada,ON,Toronto,Partner,SR-091348,Analytics Suite,ANL-STD,Subscription,36,11,4025.43,0.1031,132839.07,119147.99,GBP,Paid,4
ORD-5208349668,INV-2599645060,2025-02-06 03:23:32,2025-02-07 03:23:32,2025-03-09 03:23:32,2025-02-21 03:23:32,CUST-68135292,Cobalt Group,FinTech,SMB,APAC,India,RJ,Jaipur,Online,SR-829619,AI Platform,AIP-BUS,Professional Services,1,10,17703.14,0.0915,14752.62,13403.37,USD,Paid,14
ORD-2043789229,INV-8518423859,2025-05-28 12:45:09,2025-06-01 12:45:09,2025-07-01 12:45:09,2025-06-02 12:45:09,CUST-11271200,Apex Holdings,Logistics,SMB,North America,USA,NC,Raleigh,Direct,SR-697033,CRM Add-on,CRM-INSIGHTS,Usage-Based,1,10,11421.26,0.316,9517.72,6509.86,USD,Paid,1
ORD-4689187022,INV-6180370832,2025-09-22 23:04:37,2025-09-25 23:04:37,2025-11-24 23:04:37,,CUST-68342215,Evergreen Industries,Manufacturing,SMB,North America,USA,NY,New York,Inside Sales,SR-863971,AI Platform,AIP-DEV,Professional Services,3,24,8915.28,0.0,53491.71,53491.71,USD,Net 60,55
ORD-2302198502,INV-0375058357,2025-10-23 15:02:56,2025-10-23 15:02:56,2025-11-22 15:02:56,2025-11-12 15:02:56,CUST-78161681,Evergreen Health,Logistics,SMB,EMEA,Germany,,Berlin,Online,SR-523636,Analytics Suite,ANL-STD,Subscription,12,20,425325.44,0.0203,8506508.88,8334079.53,INR,Paid,20
ORD-7962815716,INV-6520807627,2025-04-21 19:25:43,2025-04-25 19:25:43,2025-05-25 19:25:43,,CUST-67750937,BlueRock Retail,Education,Mid-Market,APAC,Singapore,,Singapore,Direct,SR-635748,AI Platform,AIP-DEV,Subscription,12,16,825839.75,0.1679,13213435.97,10994250.82,INR,Net 30,24
ORD-8184901116,INV-8378492935,2025-07-16 11:15:42,2025-07-19 11:15:42,2025-08-18 11:15:42,2025-08-19 11:15:42,CUST-90673639,BlueRock Retail,Travel,Mid-Market,APAC,India,RJ,Jaipur,Online,SR-180954,CRM Add-on,CRM-AUTO,Usage-Based,6,1,5280.44,0.0114,2640.22,2610.06,GBP,Paid,31
